Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR11535567,2023/9/16 21:36,2023/10/26 16:29,20357622,6148001844,20357622,302,2063,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/ERR011/11535/ERR11535567/ERR11535567.lite.1,ERX10939672,eccDNA_Tpo,OTHER,RANDOM,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP148217,PRJEB63080,,996443,ERS15580229,SAMEA113585591,simple,13731,Tragopogon porrifolius,SAMEA113585591,,,,,,,no,,,,,TU DRESDEN,ERA23758953,,public,B7E2803E515AEC046526F3E78D2E06EE,3DC7D2EDAF366140B71F0E96038F1D1F
ERR11535568,2023/9/16 21:36,2023/10/5 4:13,18569929,5608118558,18569929,302,1876,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR011/11535/ERR11535568/ERR11535568.lite.1,ERX10939673,eccDNA_Tpo_nc,OTHER,RANDOM,OTHER,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,ERP148217,PRJEB63080,,996443,ERS15580229,SAMEA113585591,simple,13731,Tragopogon porrifolius,SAMEA113585591,,,,,,,no,,,,,TU DRESDEN,ERA23758953,,public,EEECBFF1F4E05FC155CEC1D39F5AE1A6,A02E71276C28E732EF207E79102E5BC8
ERR11838731,2023/8/28 17:10,2023/8/29 14:04,404251,7548320019,0,18672,5702,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/ERR011/11838/ERR11838731/ERR11838731.1,ERX11236854,NIP,WGS,RANDOM,GENOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS II,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA26753561,,public,A5F06F72D7E0A99472033DF36853492A,C0BF4C4C896FBA42D160339D6D5C01D8
ERR11838732,2023/8/28 17:10,2023/8/29 14:47,156709160,31341832000,156709160,200,22677,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-7/ERR011/11838/ERR11838732/ERR11838732.lite.1,ERX11236855,,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA26753574,,public,C7703821B043CBD3032A9E4257B02881,5044740628A19ED07206A818E82EB5E3
ERR12389800,2023/12/27 23:19,2023/12/31 2:32,156507796,47241087202,156507796,301,14190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389800/ERR12389800.lite.1,ERX11765924,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,65F8EE7DB0F86375EED27D8E5E3E65F8,C6C586CEFE12EFE7221B4514A6548B37
ERR12389801,2023/12/28 4:16,2023/12/31 7:28,154539362,46653808536,154539362,301,13764,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389801/ERR12389801.lite.1,ERX11765925,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,D4E5810CE3A637E4F3196E0B5B832A8C,15346B83559E028EA53B5CEDD8ABE1EE
ERR12389802,2023/12/27 23:24,2023/12/31 1:54,151718397,45669258006,151718397,301,14219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389802/ERR12389802.lite.1,ERX11765926,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,9CE1D20D6C28254C3BBE906185BADAE8,1E1B2377C2ABE9426F6FD85A42DD82AF
ERR12389803,2023/12/27 23:24,2023/12/31 2:32,142519890,42970060886,142519890,301,12745,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389803/ERR12389803.lite.1,ERX11765927,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,1F4D8888B5476A3A7E8B0D52B325A80F,7745D6453567D9926D0EC7C774EE879F
ERR12389804,2023/12/28 4:16,2023/12/31 7:12,151976966,45744696212,151976966,300,14019,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389804/ERR12389804.lite.1,ERX11765928,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,3154E23C2DBCA185F762A3D3EB7D51DD,97A8F53E660DFCB0938A48D2161C3D9B
ERR12389805,2023/12/28 3:48,2023/12/31 7:24,142552175,42961480948,142552175,301,12971,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389805/ERR12389805.lite.1,ERX11765929,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,EFE68B1D34642893297EBBEE3F05D6B9,4C12CC28201CF74C248992F7116C0207
ERR12389806,2023/12/27 23:19,2023/12/31 2:29,163949815,49315491322,163949815,300,15186,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389806/ERR12389806.lite.1,ERX11765930,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,173275234D50366D48E3F6A224853480,C515906D70EE780F1DCDA4DB250D7275
ERR12389807,2023/12/27 22:43,2023/12/31 2:08,158804811,47895794220,158804811,301,14666,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389807/ERR12389807.lite.1,ERX11765931,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,65B3735B70E3BAB8BBC3FBAAEDBBC4C5,6A334A6672D3A80D798E72AC48080116
ERR12389808,2023/12/27 23:24,2024/1/1 2:04,157606034,47572361026,157606034,301,14054,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/ERR012/12389/ERR12389808/ERR12389808.lite.1,ERX11765932,,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP144157,PRJEB59090,,1006968,ERS14644716,SAMEA112646987,simple,4530,Oryza sativa,SAMEA112646987,,,,,,,no,,,,,"NATIONAL CENTER FOR GENE RESEARCH, CHINESE ACADEMY",ERA27754839,,public,8EEAE9A90EA1B77F7657ED0CEAA17F59,5867EEF565788592009E8920BA78F42B
ERR12723706,2024/12/31 23:06,2025/2/15 8:16,4872695,71474525009,0,14668,58950,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12723/ERR12723706/ERR12723706.1,ERX12098247,Arina_G,WGS,size fractionation,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289144,SAMEA115294641,simple,4565,Triticum aestivum,Ta_WGS,,,,,,,no,,,,,AGROSCOPE,ERA29264021,,public,F7628040462BDA125A40977F85557C04,6A0EAFA79A573CA74BC52A1D634070F7
ERR12723707,2025/1/1 0:47,2025/2/16 1:30,4105837,80940383514,0,19713,66917,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12723/ERR12723707/ERR12723707.1,ERX12098248,Arina_G,WGS,size fractionation,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289144,SAMEA115294641,simple,4565,Triticum aestivum,Ta_WGS,,,,,,,no,,,,,AGROSCOPE,ERA29264021,,public,1049F5BD7D2FA2E4D9F508D0D55EAB3C,CD1A9F560036D3777E33F3F8E60170A2
ERR12723708,2024/12/31 22:52,2025/2/15 11:32,3301864,74212450388,0,22475,62050,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12723/ERR12723708/ERR12723708.1,ERX12098249,Arina_G,WGS,size fractionation,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289144,SAMEA115294641,simple,4565,Triticum aestivum,Ta_WGS,,,,,,,no,,,,,AGROSCOPE,ERA29264021,,public,83CF32F4CA6A1C4CF783784968320B5E,699AF5880E30DE179BF17211D6C0813E
ERR12724336,2024/12/31 22:42,2025/2/24 1:24,542330,990408707,0,1826,867,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724336/ERR12724336.1,ERX12098835,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289157,SAMEA115294654,simple,4565,Triticum aestivum,Ta_RIL_eccDNA1,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,6AD57BC96B99FBDB623E53CF404EF39C,CFC56A8FAB8BB5B3AA1B4B83281D5E7C
ERR12724337,2024/12/31 22:52,2025/2/15 0:45,652221,1104860158,0,1693,970,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724337/ERR12724337.1,ERX12098836,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289158,SAMEA115294655,simple,4565,Triticum aestivum,Ta_RIL_eccDNA2,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,8D5227CA8EA201E88A330D8CCE0A8C21,3F6044ED439A71DA3323943856CFC7BA
ERR12724338,2024/12/31 22:52,2025/2/15 9:44,665928,1054978479,0,1584,928,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724338/ERR12724338.1,ERX12098837,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289159,SAMEA115294656,simple,4565,Triticum aestivum,Ta_RIL_eccDNA3,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,A9764AC8E7E740C041372E1B79D2E693,F2CC5FC6D603EC265B565AB58C901EFD
ERR12724339,2024/12/31 22:09,2025/3/2 12:11,560303,1194276293,0,2131,1044,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724339/ERR12724339.1,ERX12098838,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289160,SAMEA115294657,simple,4565,Triticum aestivum,Ta_RIL_eccDNA4,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,51FE4D4F656D0EE65743942D9D574C02,752F24AF0D679639C53617381FED2BD1
ERR12724340,2024/12/31 23:00,2025/2/15 0:50,470493,735666357,0,1563,647,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724340/ERR12724340.1,ERX12098839,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289161,SAMEA115294658,simple,4565,Triticum aestivum,Ta_RIL_eccDNA5,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,7AF17D4FBB2331BD261783D5BF66D87A,4203F368A6E76D06D3CB207B290DCB8D
ERR12724341,2025/1/1 0:29,2025/2/15 8:35,514226,850497073,0,1653,748,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724341/ERR12724341.1,ERX12098840,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289162,SAMEA115294659,simple,4565,Triticum aestivum,Ta_RIL_eccDNA6,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,DFBE4CC3CF743752593AB67E1B1068C2,AB717755D50A821D1D1EAEAE651015EA
ERR12724342,2025/1/1 1:02,2025/2/15 16:52,589227,1038150258,0,1761,910,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724342/ERR12724342.1,ERX12098841,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289163,SAMEA115294660,simple,4565,Triticum aestivum,Ta_RIL_eccDNA7,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,80C2D4F139AF0192FF7C9D9BB3308BD2,EBB894668F5705E6FF6D60A2AB02ECD1
ERR12724343,2025/1/1 0:24,2025/2/15 8:30,387329,634617308,0,1638,557,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724343/ERR12724343.1,ERX12098842,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289165,SAMEA115294661,simple,4565,Triticum aestivum,Ta_RIL_eccDNA8,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,8AF4D7CDFA7CBA435A1DF5FFEC06D80F,D9E40D312C2362F990564ABC34EB7B30
ERR12724344,2025/1/1 0:56,2025/2/16 0:00,749724,1507440249,0,2010,1317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724344/ERR12724344.1,ERX12098843,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289166,SAMEA115294662,simple,4565,Triticum aestivum,Ta_RIL_eccDNA9,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,BF2E44DB7D83E84862D54CCD67A383A3,B2056C5CEE6489811FEF4C1884C812E2
ERR12724345,2024/12/31 23:00,2025/2/15 0:46,430928,722527199,0,1676,636,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724345/ERR12724345.1,ERX12098844,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289167,SAMEA115294663,simple,4565,Triticum aestivum,Ta_RIL_eccDNA10,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,031801931E74E34A19859726C67B2CBF,A39B7C2D4AEFA5AEDF2A9674596D1DAE
ERR12724346,2024/12/31 23:00,2025/2/15 9:50,789874,1449423520,0,1835,1273,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724346/ERR12724346.1,ERX12098845,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289168,SAMEA115294664,simple,4565,Triticum aestivum,Ta_RIL_eccDNA11,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,C8F92E02A1AF4F23D716870AC2F1B652,CBD97EE0859E87A47DD4363275048381
ERR12724347,2024/12/31 23:06,2025/2/15 3:42,383483,615481439,0,1604,542,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724347/ERR12724347.1,ERX12098846,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289169,SAMEA115294665,simple,4565,Triticum aestivum,Ta_RIL_eccDNA12,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,A248B2B74C16DABD4CE943F5036D0126,561CB62505149E78AC365DA9C55A37F6
ERR12724348,2025/1/1 0:47,2025/2/15 23:36,717571,1182843283,0,1648,1041,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724348/ERR12724348.1,ERX12098847,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289170,SAMEA115294666,simple,4565,Triticum aestivum,Ta_RIL_eccDNA13,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,9E6A60EEB56D054FB736D32CDFE3C24C,E308D9FE2D5D5590889FA42158E53158
ERR12724349,2025/1/1 0:56,2025/2/15 23:47,665067,908915439,0,1366,802,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724349/ERR12724349.1,ERX12098848,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289171,SAMEA115294667,simple,4565,Triticum aestivum,Ta_RIL_eccDNA14,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,2402C2116068E13627AA329F86FEEC05,F5E6D5AFC14AE2809908496933E70FFF
ERR12724350,2025/1/1 0:47,2025/2/15 11:21,515665,739050862,0,1433,651,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724350/ERR12724350.1,ERX12098849,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289172,SAMEA115294668,simple,4565,Triticum aestivum,Ta_RIL_eccDNA15,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,393A6A36899C7B0307122761EAA570E3,860217194AE7C1F5120E9D45539F4248
ERR12724351,2025/1/1 0:56,2025/2/15 23:52,499485,848816099,0,1699,746,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724351/ERR12724351.1,ERX12098850,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289173,SAMEA115294669,simple,4565,Triticum aestivum,Ta_RIL_eccDNA16,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,36CE796764C8E9EFC2513EB42E2D8325,1AD395A5DEFE4395827BCF56C007680C
ERR12724352,2025/1/1 0:40,2025/2/15 11:14,631171,982482445,0,1556,868,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724352/ERR12724352.1,ERX12098851,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289174,SAMEA115294670,simple,4565,Triticum aestivum,Ta_RIL_eccDNA17,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,EA18F7081B34CFEFE2D1ECF97C3A732D,6D15444E81045C26C8B7F2C7053AC828
ERR12724353,2024/12/31 22:52,2025/2/15 9:44,547514,1155561406,0,2110,1014,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724353/ERR12724353.1,ERX12098852,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289175,SAMEA115294671,simple,4565,Triticum aestivum,Ta_RIL_eccDNA18,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,2D9F374CB757C267600464E856D0A942,EA117345BC1889DF4A8282007944FE1A
ERR12724354,2025/1/1 0:47,2025/2/15 23:45,565664,954999808,0,1688,842,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724354/ERR12724354.1,ERX12098853,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289176,SAMEA115294672,simple,4565,Triticum aestivum,Ta_RIL_eccDNA19,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,950059CF296D213A6E56D89ADAACB3C1,CDD090593EB4F2777FF622BE1474B626
ERR12724355,2025/1/1 0:47,2025/2/24 1:16,446778,726180684,0,1625,640,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724355/ERR12724355.1,ERX12098854,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289177,SAMEA115294673,simple,4565,Triticum aestivum,Ta_RIL_eccDNA20,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,76603E0A7092E6786EE343D6283EC1BE,59AD607EBEF0491866410746975690DA
ERR12724356,2024/12/31 23:00,2025/2/15 0:50,649372,988977999,0,1522,873,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724356/ERR12724356.1,ERX12098855,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289178,SAMEA115294674,simple,4565,Triticum aestivum,Ta_RIL_eccDNA21,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,B7F36C24B7617D6EC3FFF5D51AC0EA7A,060DC1260CE6CEDBD2AD8503CF49A215
ERR12724357,2024/12/31 22:52,2025/2/24 1:24,684725,1070124025,0,1562,943,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724357/ERR12724357.1,ERX12098856,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289179,SAMEA115294675,simple,4565,Triticum aestivum,Ta_RIL_eccDNA22,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,8BE85F70E75EEF3392D26733288221BD,AEF5CDB2A915897E0DE8486AF8102922
ERR12724358,2024/12/31 22:52,2025/3/1 21:55,521959,963363538,0,1845,848,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724358/ERR12724358.1,ERX12098857,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289180,SAMEA115294676,simple,4565,Triticum aestivum,Ta_RIL_eccDNA23,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,E30F0F8D943513E633A0BB37BFAF91FA,C03E1FFEFC0551B41D1B556F0CB144AB
ERR12724359,2024/12/31 23:06,2025/2/15 9:52,810671,1383414115,0,1706,1219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724359/ERR12724359.1,ERX12098858,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289181,SAMEA115294677,simple,4565,Triticum aestivum,Ta_RIL_eccDNA24,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,2141E6053113464F472F4D6D94B00754,5829751AF0D90B458DF957F1EA85B5B6
ERR12724360,2025/1/1 0:40,2025/2/15 10:02,831249,1117284300,0,1344,988,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724360/ERR12724360.1,ERX12098859,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289182,SAMEA115294678,simple,4565,Triticum aestivum,Ta_RIL_eccDNA25,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,855062A12C80F7C397322BC80B062824,B7C0D279078CD9E015ACF538CB6D6649
ERR12724361,2024/12/31 23:06,2025/2/15 3:43,802692,1185940152,0,1477,1046,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724361/ERR12724361.1,ERX12098860,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289183,SAMEA115294679,simple,4565,Triticum aestivum,Ta_RIL_eccDNA26,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,D6A3CD3E6C70B82A20DF351FDA91EF25,F2CD8C4E59AC15B3F09ABE4F014824FB
