Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR12724362,2025/1/1 0:47,2025/2/15 23:39,445344,785258421,0,1763,690,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724362/ERR12724362.1,ERX12098861,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289184,SAMEA115294680,simple,4565,Triticum aestivum,Ta_RIL_eccDNA27,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,01D9316EBD3C6C56F4A126446BED6620,3D17216803F3BDC5A0F97F3521273D0C
ERR12724363,2025/1/1 0:24,2025/2/24 0:11,731352,1162536698,0,1589,1025,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724363/ERR12724363.1,ERX12098862,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289185,SAMEA115294681,simple,4565,Triticum aestivum,Ta_RIL_eccDNA28,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,A589C4730093A6B762BE089BF93BA946,96AC247E9E1ED3C90551E7206C158664
ERR12724364,2024/12/31 22:52,2025/2/15 0:42,541185,764109860,0,1411,676,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724364/ERR12724364.1,ERX12098863,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289186,SAMEA115294682,simple,4565,Triticum aestivum,Ta_RIL_eccDNA29,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,F6B119FE60E78265C72D8D7879F810DD,DA13B3CEA97DB01F7723089C748362AF
ERR12724365,2024/12/31 22:52,2025/2/15 0:41,622269,837212828,0,1345,741,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724365/ERR12724365.1,ERX12098864,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289187,SAMEA115294683,simple,4565,Triticum aestivum,Ta_RIL_eccDNA30,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,D21EF080E20E430448774A88579F05E8,C7676F7EC28762AD2FA51E544D3D367F
ERR12724366,2024/12/31 22:52,2025/2/15 0:40,580058,960044670,0,1655,845,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724366/ERR12724366.1,ERX12098865,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289188,SAMEA115294684,simple,4565,Triticum aestivum,Ta_RIL_eccDNA31,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,7B0C76CE92B4A616C4FA65708A8DB41E,1828161C0ED7847AFEF5DE026C4A8CB7
ERR12724367,2024/12/31 23:11,2025/2/15 6:03,476490,639080669,0,1341,566,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724367/ERR12724367.1,ERX12098866,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289189,SAMEA115294685,simple,4565,Triticum aestivum,Ta_RIL_eccDNA32,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,D22D519131AF2643CC700A83882A7358,F771169735B97CE7D408B6F93935C373
ERR12724368,2025/1/1 0:40,2025/2/15 11:18,472923,897698256,0,1898,790,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724368/ERR12724368.1,ERX12098867,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289190,SAMEA115294686,simple,4565,Triticum aestivum,Ta_RIL_eccDNA33,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,E0706B7C5687084BBCA40C0F6BB1D1A0,81DBA0E110AAE6D74B1C9923C057AAB5
ERR12724369,2024/12/31 22:42,2025/2/24 1:25,727996,1589456729,0,2183,1393,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724369/ERR12724369.1,ERX12098868,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289192,SAMEA115294687,simple,4565,Triticum aestivum,Ta_RIL_eccDNA34,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,86EC191A0D698287C85C0256877077D7,A88C6C97D3F62ED406C33D771C371D5E
ERR12724370,2025/1/1 1:18,2025/2/15 16:55,391910,723416967,0,1845,637,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724370/ERR12724370.1,ERX12098869,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289193,SAMEA115294688,simple,4565,Triticum aestivum,Ta_RIL_eccDNA35,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,428AA800FC95E79D4AE6F8DFB52EC502,015EBC134CC5B509BD1AA8ACB7D77F2F
ERR12724371,2024/12/31 22:42,2025/2/24 1:23,430478,809775978,0,1881,712,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724371/ERR12724371.1,ERX12098870,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289194,SAMEA115294689,simple,4565,Triticum aestivum,Ta_RIL_eccDNA36,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,D9DCA180C418181270EE543A191C440D,1460B43973601FCCB7966FE7240FDEA2
ERR12724372,2024/12/31 22:42,2025/2/24 1:25,482395,972198775,0,2015,853,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724372/ERR12724372.1,ERX12098871,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289195,SAMEA115294690,simple,4565,Triticum aestivum,Ta_RIL_eccDNA37,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,FF40FE01E59100B32100A8656A35C61C,30C26EE22B6E268317057618CB129CC7
ERR12724373,2024/12/31 22:52,2025/2/15 9:44,630732,897078523,0,1422,793,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724373/ERR12724373.1,ERX12098872,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289196,SAMEA115294691,simple,4565,Triticum aestivum,Ta_RIL_eccDNA38,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,BE5860A62475D4BB4D7B7890F35BE9FE,3049181A665E0C5A848CD8288944117D
ERR12724374,2024/12/31 23:00,2025/2/15 0:50,579321,989408453,0,1707,870,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724374/ERR12724374.1,ERX12098873,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289197,SAMEA115294692,simple,4565,Triticum aestivum,Ta_RIL_eccDNA39,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,C1D5CDB1070E397C0CC0BA2E8B22C3C5,A31B958D3C96BB9E2B6C7ED70FBD5580
ERR12724375,2024/12/31 23:06,2025/2/15 9:51,517406,1325053299,0,2560,1155,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724375/ERR12724375.1,ERX12098874,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289198,SAMEA115294693,simple,4565,Triticum aestivum,Ta_RIL_eccDNA40,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,06B690CE5D982B0CF5D1EDF861471CCF,0592920B954E28F4BC9C25330E78DC57
ERR12724376,2024/12/31 23:11,2025/2/15 3:46,363050,873210609,0,2405,759,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724376/ERR12724376.1,ERX12098875,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289199,SAMEA115294694,simple,4565,Triticum aestivum,Ta_RIL_eccDNA41,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,0F21FC4153C713E174D5287423BB5F9E,7B823737CED9D9B67B18928E23FC57F9
ERR12724377,2024/12/31 22:52,2025/2/15 0:47,402779,981651561,0,2437,855,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724377/ERR12724377.1,ERX12098876,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289200,SAMEA115294695,simple,4565,Triticum aestivum,Ta_RIL_eccDNA42,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,89C5662C0926EF665FCCDE37C8934464,2AFACB7EE1C37A0F6334E7B031FBB3DA
ERR12724378,2025/1/1 0:24,2025/2/15 8:31,482500,1122459765,0,2326,977,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724378/ERR12724378.1,ERX12098877,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289201,SAMEA115294696,simple,4565,Triticum aestivum,Ta_RIL_eccDNA43,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,33B3AE7F50317CF36C887B4C1DB9D58E,FD0BC10FF54945DB0A4C912189D21E32
ERR12724379,2025/1/1 0:47,2025/2/15 11:21,631147,1688400839,0,2675,1465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724379/ERR12724379.1,ERX12098878,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289202,SAMEA115294697,simple,4565,Triticum aestivum,Ta_RIL_eccDNA44,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,87B32104E4EFFB8F8C55456CB95E53D7,7036E736E3FBFFC8AE4CD99C39E595CF
ERR12724380,2024/12/31 23:11,2025/2/15 6:04,710265,1391822265,0,1959,1217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724380/ERR12724380.1,ERX12098879,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289203,SAMEA115294698,simple,4565,Triticum aestivum,Ta_RIL_eccDNA45,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,6BAA92790141189A64A336B2BF5B2CFA,4CD7419049D5D83ACC421AAB3CDA41FB
ERR12724381,2025/1/1 0:29,2025/2/15 8:38,572476,1135968675,0,1984,994,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724381/ERR12724381.1,ERX12098880,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289204,SAMEA115294699,simple,4565,Triticum aestivum,Ta_RIL_eccDNA46,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,C9B02DB5C27581EF8EB5B55BDCA3204E,207C5C5AAF0CDBEB05312830D398904A
ERR12724382,2025/1/1 0:47,2025/2/15 11:18,516214,1157373696,0,2242,1009,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724382/ERR12724382.1,ERX12098881,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289205,SAMEA115294700,simple,4565,Triticum aestivum,Ta_RIL_eccDNA47,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,468707CE29C865E60996C2F6ED7D4D6D,0620D7DB5B9A0038BC69D12D8A15D3C9
ERR12724383,2025/1/1 0:47,2025/3/2 12:08,328796,755654875,0,2298,658,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724383/ERR12724383.1,ERX12098882,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289206,SAMEA115294701,simple,4565,Triticum aestivum,Ta_RIL_eccDNA48,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,0E369FC77272689BA4F29BE54D47622F,9D86D6A7410302675B43CB99C6501BCD
ERR12724384,2025/1/1 0:24,2025/2/15 8:32,417702,713564194,0,1708,626,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724384/ERR12724384.1,ERX12098883,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289207,SAMEA115294702,simple,4565,Triticum aestivum,Ta_RIL_eccDNA49,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,0AE4948493046A692B840179042C91A4,E83BA3AD1324C9AE7831BE7BFC0636C7
ERR12724385,2024/12/31 23:00,2025/2/15 9:47,507702,1392846984,0,2743,1208,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724385/ERR12724385.1,ERX12098884,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289208,SAMEA115294703,simple,4565,Triticum aestivum,Ta_RIL_eccDNA50,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,B87FDA5B32D39DC9C62C1046FC4CF37A,572ADE69059C582ABC3AD60934D04988
ERR12724386,2025/1/1 0:47,2025/2/15 23:42,631296,1242197695,0,1967,1086,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724386/ERR12724386.1,ERX12098885,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289209,SAMEA115294704,simple,4565,Triticum aestivum,Ta_RIL_eccDNA51,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,14E2AA5F1F856BA32305F1D78AF64674,6DB3AE646A91C6209F36DC64D0E04D42
ERR12724387,2025/1/1 0:29,2025/2/15 8:36,491408,1101656381,0,2241,960,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724387/ERR12724387.1,ERX12098886,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289210,SAMEA115294705,simple,4565,Triticum aestivum,Ta_RIL_eccDNA52,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,680710394A8A517E50A25C71AF71F148,FEB2C85BB26D5A7E190920432DCA05ED
ERR12724388,2024/12/31 23:11,2025/2/15 3:45,411108,1083190382,0,2634,941,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724388/ERR12724388.1,ERX12098887,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289211,SAMEA115294706,simple,4565,Triticum aestivum,Ta_RIL_eccDNA53,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,2B2FDBDBD3B0F48BD41F6DE1F28A3A43,41E3A5462DCACA2516B73409ADB89305
ERR12724389,2025/1/1 1:02,2025/2/15 16:50,285438,745460785,0,2611,647,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724389/ERR12724389.1,ERX12098888,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289212,SAMEA115294707,simple,4565,Triticum aestivum,Ta_RIL_eccDNA54,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,50197F57C89EB24E020629135F335918,A6BF8F3A8B3AF7640A3273B8FFF0D7C3
ERR12724390,2025/1/1 0:40,2025/2/15 11:20,666140,2126028977,0,3191,1842,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724390/ERR12724390.1,ERX12098889,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289213,SAMEA115294708,simple,4565,Triticum aestivum,Ta_RIL_eccDNA55,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,361D9F0A431DBE0F5855FF9DD95DE079,C848F5EC70B75996CE78AEAB42B4B9EE
ERR12724391,2024/12/31 23:06,2025/2/15 9:57,727547,1798907083,0,2472,1568,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724391/ERR12724391.1,ERX12098890,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289214,SAMEA115294709,simple,4565,Triticum aestivum,Ta_RIL_eccDNA56,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,B944A7A6677CC63CFA95E55E4F95BFD7,384C6123C93CD150CE192EE8AB072531
ERR12724392,2025/1/1 2:15,2025/2/15 17:01,661981,2040817354,0,3082,1769,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724392/ERR12724392.1,ERX12098891,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289215,SAMEA115294710,simple,4565,Triticum aestivum,Ta_RIL_eccDNA57,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,263B45D71DC288D8913419B737F22273,992C057CC2312D6B7D8EED3486E2A715
ERR12724393,2024/12/31 23:11,2025/2/15 6:00,378647,795877350,0,2101,696,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724393/ERR12724393.1,ERX12098892,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289217,SAMEA115294711,simple,4565,Triticum aestivum,Ta_RIL_eccDNA58,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,F334FFD62DFCC5FE93F11868C50F110F,5CA6F2E39078888FF4B36D5A0109AC2F
ERR12724394,2024/12/31 22:52,2025/3/1 21:56,464442,1145289070,0,2465,997,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724394/ERR12724394.1,ERX12098893,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289218,SAMEA115294712,simple,4565,Triticum aestivum,Ta_RIL_eccDNA59,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,148D2F716BD0DB86E97451F0D873DFA3,1968B9D0E7E06956200B81CB98E2CF18
ERR12724395,2024/12/31 23:11,2025/2/15 3:49,524713,1018753143,0,1941,891,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724395/ERR12724395.1,ERX12098894,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289219,SAMEA115294713,simple,4565,Triticum aestivum,Ta_RIL_eccDNA60,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,7C6DB0809ED12A6B4AA345C4089B98F4,01136874CE988F1155784F761A63D330
ERR12724396,2025/1/1 0:24,2025/2/15 9:57,547707,1046842359,0,1911,916,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724396/ERR12724396.1,ERX12098895,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289220,SAMEA115294714,simple,4565,Triticum aestivum,Ta_RIL_eccDNA61,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,9C2F449A35E3CAE2D20F7C591E309094,B94232A892CA52BAD1041215A51D028E
ERR12724397,2025/1/1 0:40,2025/2/15 11:12,343335,542835544,0,1581,477,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724397/ERR12724397.1,ERX12098896,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289221,SAMEA115294715,simple,4565,Triticum aestivum,Ta_RIL_eccDNA62,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,736E5F6EA9F0147D243B90918BB31A8C,DC4F39B39BE7D568D7C0ECCF6F069669
ERR12724398,2025/1/1 0:56,2025/2/15 23:56,563309,1246809934,0,2213,1088,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724398/ERR12724398.1,ERX12098897,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289222,SAMEA115294716,simple,4565,Triticum aestivum,Ta_RIL_eccDNA63,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,B95960BF9C445294932185A3E5CB7FAD,2D905334521D7A90F0FA71FEFC40A3C7
ERR12724399,2024/12/31 22:52,2025/2/15 0:44,695010,1656903941,0,2384,1444,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724399/ERR12724399.1,ERX12098898,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289223,SAMEA115294717,simple,4565,Triticum aestivum,Ta_RIL_eccDNA64,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,DDACA1C089EE2B9A91601C2B762DA925,F0FDD618F90CA680EF0D153C104F5D9C
ERR12724400,2025/1/1 0:24,2025/2/15 8:32,545559,1201774867,0,2202,1052,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724400/ERR12724400.1,ERX12098899,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289224,SAMEA115294718,simple,4565,Triticum aestivum,Ta_RIL_eccDNA65,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,D44389BB049D5DBB718D14AC60AE4AE8,C014006E0113056ADE385E47C17580D4
ERR12724401,2024/12/31 22:46,2025/2/15 9:41,408122,587965125,0,1440,518,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724401/ERR12724401.1,ERX12098900,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289225,SAMEA115294719,simple,4565,Triticum aestivum,Ta_RIL_eccDNA66,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,6350532CC9666293CDD3C6662363EB69,1B8A841DDA061E35E1579AB9FF430888
ERR12724402,2025/1/1 0:47,2025/2/15 23:39,595581,956551796,0,1606,840,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724402/ERR12724402.1,ERX12098901,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289226,SAMEA115294720,simple,4565,Triticum aestivum,Ta_RIL_eccDNA67,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,261C72EAAA696A12440A84B9024819C5,01D7293B0CBF1035DDBAA698E0F535AB
ERR12724403,2024/12/31 22:52,2025/2/24 1:24,736046,1386369309,0,1883,1214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724403/ERR12724403.1,ERX12098902,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289227,SAMEA115294721,simple,4565,Triticum aestivum,Ta_RIL_eccDNA68,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,3C86AE79589EA4E9BA8A58E4AA8F82A6,E16A5BFE7ECE2CCA52C2CBA752CC7410
ERR12724404,2025/1/1 0:40,2025/2/15 11:15,587564,1218580600,0,2073,1065,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-run-38/ERR012/12724/ERR12724404/ERR12724404.1,ERX12098903,eccDNA-seq,OTHER,RANDOM PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,PromethION,ERP157467,PRJEB72688,,1204689,ERS18289228,SAMEA115294722,simple,4565,Triticum aestivum,Ta_RIL_eccDNA69,,,,,,,no,,,,,AGROSCOPE,ERA29264821,,public,4C7B511C9CE4B3C495E188AD9921333E,FE6B53D63F94D5BE9BA7B8B93F59EF21
